endpoint,endpoint-url,parameters,plugin,entry-date,start-date,end-date
3f24e5f4df068cc83e4c7aafc67419aa55b87cddb9d075bb578dc4ba3070908a,https://raw.githubusercontent.com/digital-land/permitted-development-right-collection/main/data/permitted-development-right.csv,,,2021-03-24,,
